,questionnaire_id,global_id,Edad,Profesion,Estudios,Calor1_Escala,Telequinesis1_Escala,Magnetismo1_Escala,Cosmica1_Escala,Cuantica1_Escala,Presion1_Escala,Aura1_Escala,Electricidad1_Escala,Poderes1_Escala,NoLoSe1_Escala,Comentario,RelevanciaMano,Calor2_Escala,Telequinesis2_Escala,Magnetismo2_Escala,Cosmica2_Escala,Cuantica2_Escala,Presion2_Escala,Aura2_Escala,Electricidad2_Escala,Poderes2_Escala,NoLoSe2_Escala,HayTruco?,Bailar,Cocinar,Matematica,TV,Construir,Oficina,Tarot,Leer,Religion,Reparar,Programar,Correr,Acertijos,Astrologia,Deportes,Debatir,Magia,Electronica,Origen,Justificacion1,Podria1,Justificacion2,Podria2
28,['60632'],1003,25-40,Ingenieria (no sist),Posgrado,Ns/Nc,1.0,Ns/Nc,Ns/Nc,1.0,1.0,1.0,1.0,1.0,1.0,0,5,1.0,1.0,Ns/Nc,1.0,1.0,1.0,1.0,Ns/Nc,1.0,0.14285714285714285,NoSe,4,3,4,3,Null,NS/NC,3,3,3,3,3,3,3,3,3,3,3,3,data_Dia1,Calor,['Magnetismo'],Magnetismo,['Electricidad']
29,['65008'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,0,0,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.42857142857142855,Si,1,3,0,4,4,0,0,4,0,4,3,3,3,0,2,4,2,4,data_Dia1,NoLoSe,[],NoLoSe,[]
30,['20877'],1003,25-40,Profesorado Naturales,Univ en curso,0.5714285714285714,1.0,Ns/Nc,0.5714285714285714,1.0,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,0,0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,Ns/Nc,1.0,0.14285714285714285,No,3,3,3,3,2,1,1,3,1,1,2,3,3,1,2,3,3,2,data_Dia1,NoLoSe,['Magnetismo'],NoLoSe,[]
31,['19114'],1003,25-40,Ingenieria (no sist),Universidad,0.14285714285714285,1.0,0.5714285714285714,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,0.5714285714285714,0,10,0.5714285714285714,1.0,Ns/Nc,1.0,1.0,1.0,Ns/Nc,0.2857142857142857,1.0,0.42857142857142855,Si,2,4,4,4,4,2,2,4,1,3,3,3,4,2,NS/NC,4,2,3,data_Dia1,Calor,['Magnetismo'],Electricidad,"['Calor', 'Magnetismo']"
32,['53861'],1003,25-40,Ingenieria (no sist),Posgrado,0.7142857142857143,1.0,0.8571428571428571,1.0,1.0,0.42857142857142855,1.0,0.8571428571428571,1.0,0.5714285714285714,0,4,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,1.0,Si,0,1,4,3,3,0,1,4,3,2,3,3,3,1,1,1,3,2,data_Dia1,Presion,['Calor'],Presion,[]
33,['16506'],1003,25-40,Ingenieria (no sist),Posgrado,0.8571428571428571,1.0,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,0,3,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NS/NC,2,3,2,3,2,3,1,3,2,2,1,NS/NC,2,1,3,3,3,2,data_Dia1,Magnetismo,"['Calor', 'Presion']",Magnetismo,[]
34,['53062'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,0.2857142857142857,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,1.0,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,0,10,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,Si,3,3,2,3,3,NS/NC,NS/NC,3,3,4,3,3,3,NS/NC,2,4,2,2,data_Dia1,NoLoSe,"['Calor', 'Presion', 'Electricidad']",Presion,[]
35,['53496'],1003,25-40,Fisica/CsAt/Ocea,Universidad,0.8571428571428571,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.7142857142857143,1.0,1.0,0,1,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,NoSe,2,3,3,3,2,Null,1,3,1,3,3,4,2,1,2,3,1,2,data_Dia1,Presion,['Electricidad'],Presion,['Calor']
36,['30589'],1003,18-24,Arq/Diseno,Univ en curso,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,0,5,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,Ns/Nc,0.8571428571428571,Ns/Nc,Si,2,1,0,4,3,2,0,4,2,2,3,1,2,2,3,4,3,3,data_Dia1,Electricidad,['Magnetismo'],Cuantica,"['Magnetismo', 'Poderes']"
37,['39914'],1003,18-24,Arq/Diseno,Univ en curso,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.7142857142857143,0.5714285714285714,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,7,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.7142857142857143,Ns/Nc,0.5714285714285714,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,2,3,2,4,3,1,2,4,2,3,1,3,1,3,4,3,2,3,data_Dia1,Presion,['Cuantica'],Aura,['Cuantica']
38,['30367'],1003,18-24,Arq/Diseno,Univ en curso,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,0.7142857142857143,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,1,0,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,Ns/Nc,NoSe,3,3,3,3,3,2,2,3,0,4,2,4,3,3,4,3,3,2,data_Dia1,Magnetismo,['Cuantica'],Cosmica,['Electricidad']
39,['57781'],1003,18-24,Arq/Diseno,Univ en curso,Ns/Nc,Ns/Nc,0.5714285714285714,Ns/Nc,Ns/Nc,Ns/Nc,0.7142857142857143,Ns/Nc,Ns/Nc,Ns/Nc,0,4,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.5714285714285714,1.0,NoSe,3,2,1,4,3,2,1,3,0,2,2,4,2,2,3,2,3,2,data_Dia1,Magnetismo,['Aura'],Aura,['Poderes']
40,['15840'],1003,18-24,Arq/Diseno,Univ en curso,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.42857142857142855,Ns/Nc,0.14285714285714285,0.42857142857142855,0.5714285714285714,1.0,Ns/Nc,0,4,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7142857142857143,Ns/Nc,Si,3,4,4,4,4,3,1,4,1,4,2,2,Null,1,3,4,4,4,data_Dia1,Magnetismo,['Calor'],Electricidad,['Presion']
41,['28684'],1003,18-24,Arq/Diseno,Univ en curso,0.5714285714285714,1.0,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.8571428571428571,1.0,1.0,1.0,0,6,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.42857142857142855,Ns/Nc,Ns/Nc,0.8571428571428571,1.0,No,4,0,3,4,3,2,3,4,0,2,1,0,4,3,Null,3,3,3,data_Dia1,Calor,['Presion'],Poderes,['Cosmica']
42,['56746'],1003,18-24,Arq/Diseno,Univ en curso,Ns/Nc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,3,0,0,2,0,0,4,4,3,4,1,3,4,3,4,4,3,4,data_Dia1,Calor,[],Magnetismo,[]
43,['58135'],1003,18-24,Arq/Diseno,Univ en curso,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,1,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,2,2,1,4,3,2,2,2,0,2,2,4,3,2,4,2,2,3,data_Dia1,Presion,[],Presion,[]
0,['41929'],1003,25-40,Mate/Comp/Sist,Univ en curso,0.42857142857142855,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,1,1,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,Si,2,3,3,3,4,2,0,3,0,4,4,2,3,0,1,3,4,3,data_Dia2,Presion,"['Calor', 'NoLoSe']",Presion,['NoLoSe']
1,['53512'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,0.5714285714285714,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,0,1,0.8571428571428571,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,0.5714285714285714,Si,3,3,2,3,1,0,NS/NC,2,0,3,2,3,2,0,1,2,1,3,data_Dia2,Presion,"['Calor', 'NoLoSe']",Presion,['Calor']
2,['30608'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,0.7142857142857143,1.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.2857142857142857,1.0,0.7142857142857143,1.0,0.8571428571428571,0,4,0.7142857142857143,1.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.14285714285714285,1.0,0.7142857142857143,1.0,0.8571428571428571,NoSe,2,3,1,2,2,2,1,3,1,3,2,3,1,1,3,3,1,2,data_Dia2,Presion,[],Presion,[]
3,['55270'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,0.2857142857142857,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,0.5714285714285714,1,8,0.2857142857142857,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,0.5714285714285714,NoSe,3,3,3,3,3,1,0,4,0,3,3,3,3,0,2,3,2,2,data_Dia2,Calor,['Presion'],Calor,['Presion']
4,['60583'],1003,18-24,Mate/Comp/Sist,Secundaria,Ns/Nc,Ns/Nc,0.7142857142857143,0.7142857142857143,Ns/Nc,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,Ns/Nc,1,7,Ns/Nc,0.5714285714285714,0.5714285714285714,0.2857142857142857,Ns/Nc,Ns/Nc,0.2857142857142857,0.5714285714285714,0.2857142857142857,Ns/Nc,Si,4,3,3,4,3,2,2,3,1,3,3,3,3,3,3,3,3,4,data_Dia2,Electricidad,"['Magnetismo', 'Cosmica']",Null,"['Telequinesis', 'Magnetismo', 'Electricidad']"
5,['34109'],1003,25-40,Null,Universidad,0.7142857142857143,1.0,0.2857142857142857,1.0,0.8571428571428571,0.8571428571428571,1.0,0.5714285714285714,1.0,Ns/Nc,0,0,1.0,1.0,0.8571428571428571,1.0,1.0,0.14285714285714285,1.0,0.8571428571428571,1.0,Ns/Nc,Si,2,2,3,3,1,2,0,3,0,3,3,2,Null,0,2,3,3,3,data_Dia2,NoLoSe,"['Magnetismo', 'Presion', 'Electricidad']",Ns/Nc,[]
6,['59337'],1003,13-17,Mate/Comp/Sist,Secundaria,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.5714285714285714,0.2857142857142857,1.0,0.5714285714285714,1.0,1.0,0,10,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.7142857142857143,0.42857142857142855,1.0,0.7142857142857143,1.0,1.0,NoSe,3,3,4,4,4,1,4,3,2,4,3,4,3,3,3,3,4,4,data_Dia2,Calor,[],Null,['Magnetismo']
7,['48983'],1003,NS/NC,NS/NC,NS/NC,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,0,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia2,Ns/Nc,[],Ns/Nc,[]
8,['17192'],1003,25-40,Fisica/CsAt/Ocea,Universidad,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,0,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia2,Ns/Nc,[],Ns/Nc,[]
9,['62179'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,7,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,No,3,3,3,3,4,0,2,3,1,4,3,2,4,1,3,4,Null,3,data_Dia2,NoLoSe,"['Magnetismo', 'Presion']",Ns/Nc,[]
10,['20372'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,0.7142857142857143,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.14285714285714285,0,9,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,Si,3,3,4,3,2,0,Null,3,Null,3,3,3,2,1,3,3,4,3,data_Dia2,Ns/Nc,['Electricidad'],Presion,[]
11,['36377'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,Ns/Nc,0.7142857142857143,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,1,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,No,3,3,3,3,3,2,1,3,1,3,3,3,3,1,4,3,1,3,data_Dia2,Magnetismo,['Presion'],Presion,[]
12,['36825'],1003,25-40,Null,Null,0.5714285714285714,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,0.2857142857142857,0,7,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia2,Cuantica,"['Calor', 'Cosmica']",Ns/Nc,[]
13,['43942'],1003,25-40,Fisica/CsAt/Ocea,Universidad,1.0,1.0,0.7142857142857143,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0,1,1.0,1.0,1.0,0.7142857142857143,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,No,4,4,3,4,4,2,0,3,0,4,2,4,4,2,3,2,3,4,data_Dia2,Cosmica,[],Cuantica,[]
14,['57072'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,0.14285714285714285,1.0,0.5714285714285714,1.0,0.8571428571428571,0.5714285714285714,1.0,0.7142857142857143,1.0,0.14285714285714285,0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Ns/Nc,Si,4,4,4,4,3,0,1,4,1,2,3,2,4,1,4,3,2,3,data_Dia2,Calor,"['Presion', 'NoLoSe']",NoLoSe,[]
15,['42599'],1003,25-40,Fisica/CsAt/Ocea,Universidad,Ns/Nc,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,0.2857142857142857,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,0,1,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,NoSe,2,3,3,3,3,3,1,3,1,2,2,2,2,1,2,2,2,3,data_Dia2,Null,['Magnetismo'],Presion,[]
16,['50654'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,1.0,1.0,0.8571428571428571,1.0,0.7142857142857143,0.14285714285714285,1.0,0.7142857142857143,1.0,Ns/Nc,0,1,1.0,1.0,0.8571428571428571,1.0,1.0,0.14285714285714285,1.0,0.7142857142857143,1.0,Ns/Nc,No,1,2,4,2,3,1,Null,3,1,3,3,3,3,1,4,2,1,3,data_Dia2,Presion,[],Presion,[]
17,['29655'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.42857142857142855,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,1,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.2857142857142857,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NoSe,NS/NC,3,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,3,NS/NC,NS/NC,4,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia2,Presion,[],Presion,[]
18,['31687'],1003,>40,Fisica/CsAt/Ocea,Univ en curso,0.5714285714285714,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,Ns/Nc,NS/NC,4,3,3,4,4,1,1,NS/NC,1,4,2,NS/NC,4,0,4,3,3,4,data_Dia2,Presion,[],Presion,[]
19,['46943'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,0.8571428571428571,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,Ns/Nc,0,1,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,No,2,3,3,3,4,Null,0,3,0,4,3,3,3,0,4,2,3,3,data_Dia2,Presion,['Calor'],Presion,[]
20,['19057'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,0.7142857142857143,1.0,0.14285714285714285,1.0,0.42857142857142855,0.42857142857142855,1.0,0.5714285714285714,1.0,0.5714285714285714,0,3,1.0,1.0,0.14285714285714285,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,1.0,0.14285714285714285,NoSe,4,2,3,4,2,3,2,4,0,2,3,1,4,2,3,3,4,2,data_Dia2,Magnetismo,['Calor'],Magnetismo,['NoLoSe']
21,['55954'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,1.0,1.0,0.42857142857142855,0.8571428571428571,0.8571428571428571,1.0,1.0,0.42857142857142855,0.14285714285714285,0.5714285714285714,0,5,1.0,1.0,0.42857142857142855,1.0,0.8571428571428571,1.0,1.0,0.42857142857142855,1.0,0.5714285714285714,NoSe,2,4,3,3,3,0,1,2,1,3,2,1,0,0,2,2,2,3,data_Dia2,Electricidad,['Magnetismo'],NoLoSe,"['Magnetismo', 'Electricidad']"
0,['32929'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,0.7142857142857143,1.0,0.42857142857142855,1.0,1.0,0.14285714285714285,1.0,0.7142857142857143,1.0,0.7142857142857143,0,2,0.8571428571428571,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,1.0,0.8571428571428571,1.0,0.2857142857142857,NoSe,1,0,2,3,2,0,0,3,0,1,3,2,1,0,2,2,2,2,data_Dia3SinTocar,Presion,['Magnetismo'],NoLoSe,"['Magnetismo', 'Presion']"
1,['36405'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,0.5714285714285714,1.0,0.5714285714285714,1.0,0.7142857142857143,1.0,1.0,Ns/Nc,1.0,0.14285714285714285,0,1,1.0,1.0,0.5714285714285714,Ns/Nc,Ns/Nc,1.0,Ns/Nc,0.5714285714285714,1.0,0.14285714285714285,No,4,0,NS/NC,4,3,0,0,4,0,4,4,4,4,0,4,4,4,4,data_Dia3SinTocar,Electricidad,"['Cuantica', 'NoLoSe']",Cuantica,[]
2,['46633'],1003,25-40,Fisica/CsAt/Ocea,NS/NC,1.0,1.0,0.14285714285714285,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,0.7142857142857143,0,10,1.0,1.0,0.5714285714285714,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,Si,4,3,3,4,2,1,0,3,0,0,3,2,2,0,NS/NC,1,3,0,data_Dia3SinTocar,Magnetismo,['Presion'],Presion,['Magnetismo']
3,['35111'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,0.7142857142857143,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,0.2857142857142857,0,3,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,0.5714285714285714,Si,2,2,3,3,4,2,0,2,1,4,4,3,3,0,4,3,3,4,data_Dia3SinTocar,Null,[],Presion,['NoLoSe']
4,['16286'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,0,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia3SinTocar,Ns/Nc,[],Ns/Nc,[]
5,['26630'],1003,NS/NC,NS/NC,NS/NC,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,0,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia3SinTocar,Ns/Nc,[],Ns/Nc,[]
6,['41690'],1003,25-40,Ingenieria (no sist),Posgrado,1.0,1.0,1.0,1.0,1.0,Ns/Nc,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,Ns/Nc,1.0,1.0,1.0,1.0,No,3,3,3,3,3,2,0,3,0,3,4,3,4,0,3,4,3,3,data_Dia3SinTocar,Presion,[],Presion,"['Calor', 'Telequinesis', 'Magnetismo', 'Cosmica', 'Cuantica', 'Aura', 'Electricidad', 'Poderes', 'NoLoSe']"
7,['59641'],1003,25-40,Null,Universidad,1.0,1.0,0.42857142857142855,1.0,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,Ns/Nc,0,1,1.0,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,Si,3,4,3,3,3,2,0,3,0,4,3,3,3,0,3,3,1,4,data_Dia3SinTocar,Presion,['Magnetismo'],Magnetismo,['Presion']
8,['16190'],1003,>40,Fisica/CsAt/Ocea,Posgrado,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,1,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,No,3,3,2,3,3,1,1,3,1,3,3,3,3,1,3,3,3,3,data_Dia3SinTocar,Presion,[],Presion,[]
9,['46211'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,1,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Null,2,3,4,1,3,2,1,4,1,4,3,3,3,1,4,3,3,3,data_Dia3SinTocar,Presion,[],Presion,[]
10,['35358'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,1,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,No,3,3,4,4,3,4,0,4,2,2,4,3,2,0,2,3,4,3,data_Dia3SinTocar,Presion,[],Presion,[]
11,['56026'],1003,25-40,Bio/Qui/Geo/Pale,Posgrado,Ns/Nc,Ns/Nc,0.14285714285714285,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,0,9,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,NoSe,1,3,3,3,3,2,1,4,2,3,2,4,3,2,4,3,2,2,data_Dia3SinTocar,Magnetismo,[],Magnetismo,['Electricidad']
12,['63885'],1003,25-40,Sociales,Universidad,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.7142857142857143,1.0,0.42857142857142855,1.0,Ns/Nc,0,2,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.14285714285714285,1.0,1.0,Si,3,4,0,4,1,1,3,4,2,1,0,3,Null,3,3,4,3,0,data_Dia3SinTocar,Calor,"['Magnetismo', 'Electricidad']",Cosmica,"['Presion', 'Electricidad']"
13,['42642'],1003,18-24,Mate/Comp/Sist,Univ en curso,Ns/Nc,1.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.42857142857142855,1.0,Ns/Nc,0,5,0.7142857142857143,1.0,0.42857142857142855,0.7142857142857143,0.5714285714285714,1.0,0.7142857142857143,0.8571428571428571,1.0,Ns/Nc,NoSe,3,2,4,4,2,1,1,3,2,2,Null,2,3,1,2,3,3,1,data_Dia3SinTocar,NoLoSe,['Magnetismo'],NoLoSe,"['Magnetismo', 'Aura']"
14,['25010'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,0.7142857142857143,1.0,0.2857142857142857,1.0,1.0,0.5714285714285714,0.7142857142857143,0.14285714285714285,1.0,0.5714285714285714,0,5,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,0.8571428571428571,0.2857142857142857,0.42857142857142855,0.5714285714285714,Si,2,3,4,3,2,1,0,3,0,3,1,2,4,2,3,3,1,2,data_Dia3SinTocar,Ns/Nc,['Magnetismo'],Ns/Nc,"['Magnetismo', 'Aura']"
